country,amount,success,PSP,3D_secured,card,hour,day,day_of_week,multiple_attempts,retry_count
Austria,158,1,Goldcard,0,Diners,3,20,2,1,15
Germany,10,0,UK_Card,0,Diners,3,20,2,0,8
Germany,41,0,Moneycard,0,Master,3,20,2,0,14
Germany,41,1,Simplecard,0,Master,3,20,2,1,15
Austria,152,0,UK_Card,0,Visa,3,20,2,0,15
Austria,152,0,UK_Card,0,Visa,3,20,2,1,16
Austria,152,0,Moneycard,0,Visa,3,20,2,1,17
Austria,152,0,UK_Card,0,Visa,3,20,2,1,18
Austria,152,0,UK_Card,0,Visa,3,20,2,1,19
Austria,152,1,UK_Card,0,Visa,3,20,2,1,20
Germany,439,0,Moneycard,0,Diners,3,20,2,0,0
Switzerland,231,0,Simplecard,0,Master,3,20,2,0,15
Switzerland,231,0,UK_Card,0,Master,3,20,2,1,16
Switzerland,231,0,Simplecard,0,Master,3,20,2,1,17
Switzerland,231,0,Moneycard,0,Master,3,20,2,1,18
Switzerland,231,0,UK_Card,0,Master,3,20,2,1,19
Germany,322,0,UK_Card,0,Master,3,20,2,0,18
Germany,322,0,UK_Card,0,Master,3,20,2,1,19
Austria,237,0,Simplecard,0,Visa,3,20,2,0,10
Austria,237,0,Moneycard,0,Visa,3,20,2,1,11
Germany,285,1,Goldcard,0,Visa,4,20,2,0,28
Germany,254,0,UK_Card,0,Master,4,20,2,0,44
Germany,254,0,UK_Card,0,Master,4,20,2,1,45
Germany,254,0,Simplecard,0,Master,4,20,2,1,46
Germany,171,0,Moneycard,0,Master,4,20,2,0,56
Austria,265,0,Moneycard,1,Master,4,20,2,0,12
Austria,265,0,Simplecard,1,Master,4,20,2,1,13
Switzerland,235,0,Simplecard,0,Visa,4,20,2,0,10
Germany,27,0,UK_Card,0,Master,4,20,2,0,11
Germany,27,0,Simplecard,0,Master,4,20,2,1,12
Germany,27,0,UK_Card,0,Master,4,20,2,1,13
Germany,27,0,UK_Card,0,Master,4,20,2,1,14
Switzerland,262,0,UK_Card,0,Visa,4,20,2,0,9
Germany,274,0,UK_Card,0,Master,4,20,2,0,29
Switzerland,220,0,Moneycard,0,Diners,4,20,2,0,23
Germany,140,0,UK_Card,1,Master,4,20,2,0,40
Germany,140,0,Simplecard,1,Master,4,20,2,1,41
Germany,140,0,UK_Card,1,Master,4,20,2,1,42
Germany,140,0,UK_Card,1,Master,4,20,2,1,43
Switzerland,242,0,UK_Card,0,Master,4,20,2,0,8
Switzerland,242,0,UK_Card,0,Master,4,20,2,1,9
Switzerland,242,0,Moneycard,0,Master,4,20,2,1,10
Germany,99,1,Goldcard,1,Diners,4,20,2,0,34
Germany,271,0,Moneycard,0,Visa,4,20,2,0,41
Germany,139,0,Moneycard,0,Master,4,20,2,0,56
Germany,170,1,UK_Card,0,Master,4,20,2,0,48
Switzerland,168,0,Goldcard,0,Visa,4,20,2,0,14
Switzerland,168,1,UK_Card,0,Visa,4,20,2,1,15
Austria,121,0,Moneycard,1,Master,4,20,2,0,6
Germany,213,0,UK_Card,0,Master,4,20,2,0,44
Germany,213,0,UK_Card,0,Master,4,20,2,1,45
Germany,213,0,UK_Card,0,Master,4,20,2,1,46
Germany,213,0,UK_Card,0,Master,4,20,2,1,47
Switzerland,240,0,UK_Card,0,Diners,5,20,2,0,14
Switzerland,240,0,Moneycard,0,Diners,5,20,2,1,15
Switzerland,240,0,Simplecard,0,Diners,5,20,2,1,16
Germany,90,0,Goldcard,0,Diners,5,20,2,0,23
Germany,167,0,Moneycard,0,Visa,5,20,2,0,51
Germany,162,0,Simplecard,0,Master,5,20,2,0,48
Germany,162,0,Goldcard,0,Master,5,20,2,1,49
Germany,162,0,Simplecard,0,Master,5,20,2,1,50
Germany,77,0,Simplecard,1,Visa,5,20,2,0,25
Germany,77,0,Moneycard,1,Visa,5,20,2,1,26
Switzerland,230,1,UK_Card,0,Master,5,20,2,0,15
Germany,150,1,UK_Card,0,Master,5,20,2,0,34
Germany,118,1,Goldcard,1,Master,5,20,2,0,24
Germany,200,1,UK_Card,1,Master,5,20,2,0,51
Germany,31,0,UK_Card,0,Master,5,20,2,0,19
Germany,251,0,Simplecard,0,Master,5,20,2,0,58
Germany,251,0,UK_Card,0,Master,5,20,2,1,59
Switzerland,227,0,Moneycard,1,Diners,5,20,2,0,12
Switzerland,227,0,Simplecard,1,Diners,5,20,2,1,13
Austria,45,1,UK_Card,0,Master,5,20,2,0,10
Germany,292,0,Simplecard,1,Master,5,20,2,0,25
Switzerland,82,0,Simplecard,0,Visa,5,20,2,0,4
Switzerland,82,0,Goldcard,0,Visa,5,20,2,1,5
Switzerland,82,0,Moneycard,0,Visa,5,20,2,1,6
Germany,73,1,Simplecard,1,Diners,5,20,2,0,31
Germany,43,0,UK_Card,0,Diners,5,20,2,0,38
Germany,43,0,UK_Card,0,Diners,5,20,2,1,39
Germany,209,0,UK_Card,0,Master,5,20,2,0,37
Germany,293,0,UK_Card,0,Diners,6,20,2,0,26
Switzerland,212,1,Moneycard,0,Master,6,20,2,0,10
Germany,327,0,Moneycard,0,Master,6,20,2,0,11
Germany,327,0,UK_Card,0,Master,6,20,2,1,12
Germany,327,0,Simplecard,0,Master,6,20,2,1,13
Germany,126,0,Goldcard,0,Master,6,20,2,0,44
Austria,203,0,Simplecard,0,Diners,6,20,2,0,16
Germany,129,0,Simplecard,0,Master,6,20,2,0,28
Germany,129,1,UK_Card,0,Master,6,20,2,1,29
Switzerland,330,0,UK_Card,0,Master,6,20,2,0,9
Switzerland,330,0,Moneycard,0,Master,6,20,2,1,10
Germany,248,0,UK_Card,0,Master,6,20,2,0,51
Germany,248,0,UK_Card,0,Master,6,20,2,1,52
Germany,248,0,UK_Card,0,Master,6,20,2,1,53
Germany,248,0,Moneycard,0,Master,6,20,2,1,54
Austria,310,0,UK_Card,1,Diners,6,20,2,0,12
Austria,310,0,Simplecard,1,Diners,6,20,2,1,13
Austria,225,0,UK_Card,1,Visa,6,20,2,0,13
Austria,225,0,Simplecard,1,Visa,6,20,2,1,14
Austria,225,0,UK_Card,1,Visa,6,20,2,1,15
Austria,117,0,Simplecard,1,Master,6,20,2,0,2
Austria,117,0,Moneycard,1,Master,6,20,2,1,3
Austria,117,0,Simplecard,1,Master,6,20,2,1,4
Germany,379,0,UK_Card,1,Diners,6,20,2,0,8
Germany,379,0,UK_Card,1,Diners,6,20,2,1,9
Germany,162,1,Moneycard,1,Visa,6,20,2,0,50
Germany,161,0,Simplecard,0,Master,6,20,2,0,45
Germany,161,0,Moneycard,0,Master,6,20,2,1,46
Germany,281,0,UK_Card,0,Diners,6,20,2,0,41
Germany,281,0,UK_Card,0,Diners,6,20,2,1,42
Germany,281,0,Simplecard,0,Diners,6,20,2,1,43
Germany,309,0,UK_Card,1,Diners,7,20,2,0,15
Germany,309,1,Simplecard,1,Diners,7,20,2,1,16
Switzerland,133,0,UK_Card,0,Master,7,20,2,0,14
Switzerland,133,0,UK_Card,0,Master,7,20,2,1,15
Germany,12,1,Moneycard,0,Master,7,20,2,0,14
Germany,155,1,Simplecard,0,Master,7,20,2,0,42
Germany,246,0,Simplecard,1,Master,7,20,2,0,47
Germany,198,0,UK_Card,0,Master,7,20,2,0,47
Germany,268,0,UK_Card,1,Diners,7,20,2,0,32
Germany,268,0,UK_Card,1,Diners,7,20,2,1,33
Germany,163,0,Simplecard,0,Master,7,20,2,0,50
Switzerland,366,0,Simplecard,0,Master,7,20,2,0,3
Germany,228,0,UK_Card,0,Master,7,20,2,0,36
Austria,215,0,UK_Card,0,Diners,7,20,2,0,19
Germany,328,0,UK_Card,0,Master,7,20,2,0,27
Germany,108,0,Simplecard,0,Master,7,20,2,0,25
Germany,97,0,Moneycard,0,Master,7,20,2,0,30
Austria,196,0,UK_Card,1,Master,7,20,2,0,18
Austria,254,0,UK_Card,0,Diners,7,20,2,0,9
Austria,254,0,Simplecard,0,Diners,7,20,2,1,10
Austria,254,0,Moneycard,0,Diners,7,20,2,1,11
Austria,254,0,Moneycard,0,Diners,7,20,2,1,12
Austria,254,0,Simplecard,0,Diners,7,20,2,1,13
Austria,254,0,UK_Card,0,Diners,7,20,2,1,14
Germany,400,0,UK_Card,1,Visa,7,20,2,0,4
Germany,148,1,Simplecard,1,Visa,7,20,2,0,40
Austria,72,1,UK_Card,1,Master,7,20,2,0,9
Germany,331,0,UK_Card,0,Diners,7,20,2,0,30
Germany,331,0,UK_Card,0,Diners,7,20,2,1,31
Germany,345,0,UK_Card,0,Master,7,20,2,0,11
Germany,345,0,UK_Card,0,Master,7,20,2,1,12
Germany,98,0,UK_Card,1,Diners,7,20,2,0,26
Germany,98,0,Moneycard,1,Diners,7,20,2,1,27
Germany,98,0,Moneycard,1,Diners,7,20,2,1,28
Switzerland,294,1,Goldcard,0,Diners,7,20,2,0,6
Germany,349,0,Goldcard,0,Visa,7,20,2,0,16
Germany,150,1,Goldcard,0,Master,8,20,2,0,34
Germany,438,1,UK_Card,1,Master,8,20,2,0,2
Switzerland,32,0,UK_Card,0,Visa,8,20,2,0,19
Germany,23,0,Simplecard,0,Master,8,20,2,0,0
Germany,23,1,UK_Card,0,Master,8,20,2,1,1
Germany,29,1,Moneycard,0,Master,8,20,2,0,23
Switzerland,176,0,Simplecard,1,Master,8,20,2,0,15
Austria,148,0,Simplecard,0,Master,8,20,2,0,7
Switzerland,204,1,Moneycard,1,Visa,8,20,2,0,28
Germany,275,0,Simplecard,0,Master,8,20,2,0,56
Germany,342,0,UK_Card,0,Master,8,20,2,0,12
Germany,133,1,Simplecard,0,Master,8,20,2,0,49
Austria,230,0,Simplecard,1,Visa,8,20,2,0,17
Switzerland,217,0,Simplecard,0,Visa,8,20,2,0,24
Germany,289,0,UK_Card,1,Visa,8,20,2,0,42
Austria,168,0,Simplecard,0,Visa,8,20,2,0,15
Austria,168,1,Simplecard,0,Visa,8,20,2,1,16
Germany,160,1,UK_Card,1,Diners,8,20,2,0,58
Germany,128,1,UK_Card,0,Master,8,20,2,0,50
Austria,140,0,Simplecard,0,Diners,8,20,2,0,6
Switzerland,418,0,Goldcard,0,Master,8,20,2,0,0
Switzerland,418,0,UK_Card,0,Master,8,20,2,1,1
Switzerland,418,0,Simplecard,0,Master,8,20,2,1,2
Germany,46,0,Moneycard,0,Visa,8,20,2,0,27
Germany,144,1,UK_Card,0,Master,8,20,2,0,38
Germany,187,0,UK_Card,0,Diners,8,20,2,0,36
Germany,228,0,UK_Card,0,Diners,8,20,2,0,36
Germany,223,0,Moneycard,1,Master,8,20,2,0,53
Austria,101,1,UK_Card,0,Master,8,20,2,0,10
Germany,105,0,Moneycard,1,Visa,8,20,2,0,35
Germany,105,0,Simplecard,1,Visa,9,20,2,1,36
Germany,105,0,Simplecard,1,Visa,9,20,2,1,37
Germany,105,0,UK_Card,1,Visa,9,20,2,1,38
Germany,237,0,UK_Card,0,Visa,9,20,2,0,54
Germany,165,0,Simplecard,0,Master,9,20,2,0,41
Germany,165,1,Goldcard,0,Master,9,20,2,1,42
Germany,135,1,UK_Card,1,Master,9,20,2,0,48
Germany,185,0,Simplecard,0,Master,9,20,2,0,35
Germany,170,0,Simplecard,0,Diners,9,20,2,0,48
Germany,170,1,UK_Card,0,Diners,9,20,2,1,49
Switzerland,110,1,Simplecard,1,Master,9,20,2,0,6
Germany,15,0,UK_Card,0,Master,9,20,2,0,11
Germany,15,0,UK_Card,0,Master,9,20,2,1,12
Germany,15,0,Moneycard,0,Master,9,20,2,1,13
Germany,439,0,UK_Card,0,Master,9,20,2,0,0
Germany,439,1,Goldcard,0,Master,9,20,2,1,1
Germany,249,0,UK_Card,0,Master,9,20,2,0,19
Austria,223,0,UK_Card,0,Master,9,20,2,0,11
Austria,223,0,UK_Card,0,Master,9,20,2,1,12
Austria,223,0,Simplecard,0,Master,9,20,2,1,13
Germany,50,0,Goldcard,0,Master,9,20,2,0,20
Germany,50,0,Moneycard,0,Master,9,20,2,1,21
Germany,50,0,Simplecard,0,Master,9,20,2,1,22
Germany,50,1,UK_Card,0,Master,9,20,2,1,23
Germany,226,0,UK_Card,1,Diners,9,20,2,0,61
Germany,226,0,Simplecard,1,Diners,9,20,2,1,62
Austria,202,0,UK_Card,0,Master,9,20,2,0,10
Austria,202,0,UK_Card,0,Master,9,20,2,1,11
Austria,202,0,UK_Card,0,Master,9,20,2,1,12
Germany,208,1,Goldcard,0,Visa,9,20,2,0,56
Austria,171,0,Goldcard,0,Diners,9,20,2,0,24
Austria,194,0,Moneycard,1,Master,10,20,2,0,15
Switzerland,30,0,Moneycard,0,Master,10,20,2,0,6
Switzerland,30,0,Simplecard,0,Master,10,20,2,1,7
Germany,148,1,UK_Card,0,Master,10,20,2,0,40
Germany,199,0,Moneycard,0,Master,10,20,2,0,56
Germany,103,0,Goldcard,0,Master,10,20,2,0,20
Germany,103,0,Simplecard,0,Master,10,20,2,1,21
Germany,151,0,UK_Card,0,Visa,10,20,2,0,45
Germany,151,0,Moneycard,0,Visa,10,20,2,1,46
Austria,167,0,Moneycard,0,Master,10,20,2,0,10
Germany,210,0,Goldcard,0,Master,10,20,2,0,48
Germany,210,0,Simplecard,0,Master,10,20,2,1,49
Switzerland,218,0,Simplecard,0,Master,10,20,2,0,6
Switzerland,218,0,Simplecard,0,Master,10,20,2,1,7
Germany,344,0,Moneycard,1,Visa,10,20,2,0,11
Germany,50,0,Simplecard,0,Diners,10,20,2,0,23
Germany,50,1,UK_Card,0,Diners,10,20,2,1,24
Germany,143,0,Simplecard,0,Master,10,20,2,0,45
Austria,154,0,Simplecard,0,Diners,10,20,2,0,7
Austria,154,0,UK_Card,0,Diners,10,20,2,1,8
Germany,119,0,Moneycard,0,Master,10,20,2,0,44
Switzerland,231,0,Moneycard,0,Visa,10,20,2,0,19
Switzerland,231,0,UK_Card,0,Visa,10,20,2,1,20
Switzerland,26,0,UK_Card,0,Master,10,20,2,0,12
Switzerland,26,1,Simplecard,0,Master,10,20,2,1,13
Germany,303,1,Goldcard,0,Master,10,20,2,0,18
Switzerland,173,0,UK_Card,0,Visa,10,20,2,0,20
Germany,311,1,UK_Card,0,Visa,10,20,2,0,15
Austria,252,0,UK_Card,0,Visa,10,20,2,0,12
Germany,88,0,UK_Card,0,Master,10,20,2,0,43
Germany,88,0,Moneycard,0,Master,10,20,2,1,44
Germany,88,0,Goldcard,0,Master,10,20,2,1,45
Germany,88,0,Moneycard,0,Master,10,20,2,1,46
Germany,108,0,Moneycard,0,Diners,10,20,2,0,25
Switzerland,203,0,Moneycard,1,Diners,10,20,2,0,17
Switzerland,83,0,Simplecard,1,Master,11,20,2,0,7
Germany,335,0,Moneycard,0,Visa,11,20,2,0,18
Germany,296,0,UK_Card,0,Master,11,20,2,0,31
Germany,296,0,UK_Card,0,Master,11,20,2,1,32
Germany,296,0,Simplecard,0,Master,11,20,2,1,33
Germany,118,0,Moneycard,1,Master,11,20,2,0,24
Switzerland,48,1,UK_Card,0,Master,11,20,2,0,7
Switzerland,97,0,Simplecard,0,Master,11,20,2,0,11
Germany,359,1,Simplecard,0,Diners,11,20,2,0,6
Austria,232,0,Simplecard,1,Master,11,20,2,0,26
Germany,215,0,Moneycard,0,Master,11,20,2,0,60
Germany,215,0,Simplecard,0,Master,11,20,2,1,61
Germany,182,0,Simplecard,0,Master,11,20,2,0,44
Germany,182,1,Goldcard,0,Master,11,20,2,1,45
Switzerland,202,0,Goldcard,0,Master,11,20,2,0,12
Germany,38,1,UK_Card,1,Visa,11,20,2,0,35
Austria,368,1,Goldcard,1,Master,11,20,2,0,4
Switzerland,319,1,Moneycard,0,Diners,11,20,2,0,7
Austria,204,0,Moneycard,0,Master,11,20,2,0,13
Austria,204,0,UK_Card,0,Master,11,20,2,1,14
Germany,236,0,UK_Card,1,Visa,11,20,2,0,58
Germany,236,0,Moneycard,1,Visa,11,20,2,1,59
Germany,236,0,UK_Card,1,Visa,11,20,2,1,60
Germany,236,1,Simplecard,1,Visa,11,20,2,1,61
Germany,185,0,Simplecard,0,Master,11,20,2,0,35
Germany,185,0,Simplecard,0,Master,11,20,2,1,36
Germany,96,1,UK_Card,1,Master,11,20,2,0,31
Germany,332,0,UK_Card,1,Visa,11,20,2,0,16
Germany,332,0,Simplecard,1,Visa,11,20,2,1,17
Germany,332,1,Goldcard,1,Visa,11,20,2,1,18
Switzerland,31,0,Simplecard,0,Visa,11,20,2,0,2
Germany,265,0,UK_Card,0,Diners,11,20,2,0,46
Germany,265,0,UK_Card,0,Diners,11,20,2,1,47
Germany,269,0,Goldcard,0,Master,12,20,2,0,36
Switzerland,223,0,UK_Card,1,Master,12,20,2,0,19
Switzerland,223,0,UK_Card,1,Master,12,20,2,1,20
Switzerland,223,0,Simplecard,1,Master,12,20,2,1,21
Germany,237,1,Moneycard,0,Diners,12,20,2,0,54
Germany,183,0,Simplecard,1,Master,12,20,2,0,80
Germany,183,0,UK_Card,1,Master,12,20,2,1,81
Germany,183,0,UK_Card,1,Master,12,20,2,1,82
Germany,183,0,UK_Card,1,Master,12,20,2,1,83
Germany,183,0,UK_Card,1,Master,12,20,2,1,84
Germany,318,0,Simplecard,0,Visa,12,20,2,0,20
Germany,102,0,UK_Card,1,Diners,12,20,2,0,39
Germany,102,0,Simplecard,1,Diners,12,20,2,1,40
Germany,253,0,Simplecard,0,Master,12,20,2,0,34
Germany,253,0,UK_Card,0,Master,12,20,2,1,35
Germany,135,0,UK_Card,0,Visa,12,20,2,0,48
Austria,272,0,Moneycard,0,Master,12,20,2,0,13
Austria,272,0,Goldcard,0,Master,12,20,2,1,14
Germany,143,0,Moneycard,0,Master,12,20,2,0,45
Germany,143,0,Moneycard,0,Master,12,20,2,1,46
Germany,143,0,Goldcard,0,Master,12,20,2,1,47
Germany,143,0,Simplecard,0,Master,12,20,2,1,48
Germany,327,0,UK_Card,0,Master,12,20,2,0,13
Austria,202,0,UK_Card,1,Master,12,20,2,0,12
Austria,202,0,UK_Card,1,Master,12,20,2,1,13
Austria,131,0,Moneycard,0,Master,12,20,2,0,29
Germany,195,0,Simplecard,0,Master,12,20,2,0,53
Germany,234,0,Simplecard,0,Visa,12,20,2,0,48
Germany,187,0,UK_Card,0,Visa,12,20,2,0,36
Germany,274,0,UK_Card,0,Master,12,20,2,0,29
Germany,274,0,UK_Card,0,Master,12,20,2,1,30
Germany,274,0,UK_Card,0,Master,12,20,2,1,31
Germany,243,0,Simplecard,0,Master,12,20,2,0,39
Germany,243,0,Simplecard,0,Master,12,20,2,1,40
Switzerland,340,0,Simplecard,0,Visa,12,20,2,0,7
Switzerland,117,0,Moneycard,0,Master,12,20,2,0,15
Switzerland,117,0,Goldcard,0,Master,12,20,2,1,16
Switzerland,117,1,Moneycard,0,Master,13,20,2,1,17
Germany,307,0,Simplecard,0,Diners,13,20,2,0,16
Germany,136,1,UK_Card,0,Visa,13,20,2,0,32
Germany,339,1,UK_Card,1,Master,13,20,2,0,17
Germany,393,0,UK_Card,0,Master,13,20,2,0,9
Germany,393,0,Simplecard,0,Master,13,20,2,1,10
Germany,200,0,UK_Card,0,Master,13,20,2,0,51
Germany,200,0,UK_Card,0,Master,13,20,2,1,52
Germany,200,0,UK_Card,0,Master,13,20,2,1,53
Germany,200,0,UK_Card,0,Master,13,20,2,1,54
Switzerland,164,0,Simplecard,1,Master,13,20,2,0,18
Switzerland,164,0,UK_Card,1,Master,13,20,2,1,19
Switzerland,164,0,UK_Card,1,Master,13,20,2,1,20
Switzerland,164,0,UK_Card,1,Master,13,20,2,1,21
Switzerland,164,0,UK_Card,1,Master,13,20,2,1,22
Switzerland,164,1,UK_Card,1,Master,13,20,2,1,23
Switzerland,372,0,UK_Card,0,Diners,13,20,2,0,0
Switzerland,372,1,Goldcard,0,Diners,13,20,2,1,1
Germany,97,0,UK_Card,0,Master,13,20,2,0,30
Germany,97,0,Simplecard,0,Master,13,20,2,1,31
Germany,97,1,UK_Card,0,Master,13,20,2,1,32
Austria,37,1,Simplecard,1,Visa,13,20,2,0,8
Austria,278,0,Simplecard,0,Visa,13,20,2,0,12
Austria,278,0,Simplecard,0,Visa,13,20,2,1,13
Austria,278,0,Moneycard,0,Visa,13,20,2,1,14
Switzerland,178,0,UK_Card,0,Master,13,20,2,0,21
Switzerland,178,0,UK_Card,0,Master,13,20,2,1,22
Germany,293,0,Moneycard,0,Visa,13,20,2,0,26
Germany,293,0,Simplecard,0,Visa,13,20,2,1,27
Germany,468,1,Simplecard,1,Visa,13,20,2,0,0
Austria,307,0,Simplecard,0,Master,13,20,2,0,1
Germany,90,1,Simplecard,0,Diners,13,20,2,0,23
Germany,285,0,UK_Card,0,Diners,13,20,2,0,28
Germany,285,0,UK_Card,0,Diners,13,20,2,1,29
Austria,58,0,UK_Card,0,Master,13,20,2,0,2
Austria,58,0,Simplecard,0,Master,13,20,2,1,3
Germany,172,0,UK_Card,0,Visa,13,20,2,0,44
Germany,172,1,Goldcard,0,Visa,13,20,2,1,45
Germany,172,0,Moneycard,0,Visa,13,20,2,0,45
Switzerland,288,0,UK_Card,0,Visa,13,20,2,0,5
Germany,260,1,Moneycard,0,Visa,13,20,2,0,43
Germany,121,0,UK_Card,0,Master,13,20,2,0,46
Germany,121,0,UK_Card,0,Master,13,20,2,1,47
Germany,121,1,Moneycard,0,Master,13,20,2,1,48
Germany,332,0,Moneycard,0,Diners,13,20,2,0,18
Germany,128,1,UK_Card,0,Master,13,20,2,0,50
Germany,296,1,Moneycard,1,Master,13,20,2,0,33
Germany,117,0,Goldcard,0,Master,13,20,2,0,36
Germany,236,1,Simplecard,1,Visa,14,20,2,0,61
Austria,236,1,UK_Card,0,Visa,14,20,2,0,20
Switzerland,250,0,UK_Card,1,Diners,14,20,2,0,4
Switzerland,250,0,UK_Card,1,Diners,14,20,2,1,5
Germany,186,1,Simplecard,0,Master,14,20,2,0,64
Germany,116,0,Simplecard,0,Visa,14,20,2,0,32
Germany,322,0,UK_Card,1,Master,14,20,2,0,19
Germany,322,0,UK_Card,1,Master,14,20,2,1,20
Germany,286,0,UK_Card,0,Visa,14,20,2,0,26
Germany,286,0,Simplecard,0,Visa,14,20,2,1,27
Germany,286,0,Simplecard,0,Visa,14,20,2,1,28
Germany,286,0,UK_Card,0,Visa,14,20,2,1,29
Germany,247,1,Moneycard,1,Master,14,20,2,0,23
Germany,293,0,Moneycard,0,Visa,14,20,2,0,27
Switzerland,147,0,UK_Card,1,Visa,14,20,2,0,10
Switzerland,147,0,UK_Card,1,Visa,14,20,2,1,11
Austria,422,0,Simplecard,0,Visa,14,20,2,0,1
Germany,191,1,Goldcard,1,Master,14,20,2,0,37
Germany,175,1,UK_Card,0,Diners,14,20,2,0,52
Switzerland,334,0,Moneycard,0,Master,14,20,2,0,6
Germany,326,1,UK_Card,1,Master,14,20,2,0,18
Austria,236,0,UK_Card,1,Master,14,20,2,0,20
Austria,236,0,Goldcard,1,Master,14,20,2,1,21
Austria,236,1,UK_Card,1,Master,14,20,2,1,22
Germany,56,1,Moneycard,1,Master,14,20,2,0,27
Switzerland,297,0,UK_Card,0,Master,14,20,2,0,17
Germany,429,0,UK_Card,0,Master,14,20,2,0,5
Germany,429,0,UK_Card,0,Master,14,20,2,1,6
Germany,283,0,UK_Card,0,Master,14,20,2,0,42
Germany,182,1,UK_Card,1,Master,15,20,2,0,45
Austria,186,0,UK_Card,0,Diners,15,20,2,0,11
Austria,186,1,Moneycard,0,Diners,15,20,2,1,12
Germany,237,0,Moneycard,1,Visa,15,20,2,0,54
Germany,237,0,Moneycard,1,Visa,15,20,2,1,55
Germany,237,0,Simplecard,1,Visa,15,20,2,1,56
Germany,237,0,UK_Card,1,Visa,15,20,2,1,57
Germany,237,1,UK_Card,1,Visa,15,20,2,1,58
Germany,202,0,UK_Card,0,Diners,15,20,2,0,63
Germany,202,0,UK_Card,0,Diners,15,20,2,1,64
Germany,202,0,UK_Card,0,Diners,15,20,2,1,65
Germany,221,1,Moneycard,1,Diners,15,20,2,0,32
Switzerland,62,0,Simplecard,0,Master,15,20,2,0,3
Germany,293,0,Moneycard,1,Diners,15,20,2,0,27
Germany,271,0,Moneycard,0,Visa,15,20,2,0,41
Austria,432,0,Moneycard,1,Master,15,20,2,0,0
Austria,432,0,Simplecard,1,Master,15,20,2,1,1
Austria,432,1,Simplecard,1,Master,15,20,2,1,2
Switzerland,169,0,UK_Card,0,Master,15,20,2,0,12
Switzerland,169,1,UK_Card,0,Master,15,20,2,1,13
Austria,93,0,Simplecard,0,Master,15,20,2,0,9
Austria,93,0,UK_Card,0,Master,15,20,2,1,10
Austria,93,0,UK_Card,0,Master,15,20,2,1,11
Germany,284,0,Moneycard,0,Master,15,20,2,0,31
Germany,284,0,UK_Card,0,Master,15,20,2,1,32
Germany,284,1,Moneycard,0,Master,15,20,2,1,33
Germany,343,1,Simplecard,0,Master,15,20,2,0,23
Germany,127,1,UK_Card,0,Diners,15,20,2,0,39
Germany,120,0,Simplecard,1,Master,15,20,2,0,34
Germany,120,0,UK_Card,1,Master,15,20,2,1,35
Germany,120,0,UK_Card,1,Master,15,20,2,1,36
Germany,143,1,UK_Card,0,Master,15,20,2,0,48
Switzerland,188,1,UK_Card,0,Master,15,20,2,0,8
Germany,175,0,Simplecard,0,Master,15,20,2,0,52
Germany,175,1,UK_Card,0,Master,15,20,2,1,53
Austria,231,0,Moneycard,0,Diners,15,20,2,0,21
Austria,231,1,Goldcard,0,Diners,15,20,2,1,22
Switzerland,183,0,UK_Card,0,Visa,15,20,2,0,20
Switzerland,183,0,Simplecard,0,Visa,15,20,2,1,21
Switzerland,183,1,Moneycard,0,Visa,15,20,2,1,22
Germany,220,0,UK_Card,1,Master,15,20,2,0,40
Germany,220,0,UK_Card,1,Master,15,20,2,1,41
Germany,220,0,UK_Card,1,Master,15,20,2,1,42
Germany,220,0,Moneycard,1,Master,15,20,2,1,43
Austria,43,0,Moneycard,0,Visa,15,20,2,0,11
Switzerland,162,0,Simplecard,0,Master,16,20,2,0,24
Austria,330,1,UK_Card,0,Master,16,20,2,0,3
Germany,397,0,Goldcard,1,Master,16,20,2,0,2
Germany,397,0,UK_Card,1,Master,16,20,2,1,3
Germany,244,0,UK_Card,0,Visa,16,20,2,0,42
Switzerland,256,0,Moneycard,1,Master,16,20,2,0,9
Switzerland,256,0,UK_Card,1,Master,16,20,2,1,10
Germany,196,0,UK_Card,0,Master,16,20,2,0,30
Germany,196,1,Moneycard,0,Master,16,20,2,1,31
Switzerland,47,0,Simplecard,1,Master,16,20,2,0,18
Germany,132,0,Simplecard,1,Master,16,20,2,0,50
Germany,150,0,Goldcard,0,Master,16,20,2,0,34
Germany,150,0,Simplecard,0,Master,16,20,2,1,35
Switzerland,126,0,Simplecard,0,Master,16,20,2,0,14
Switzerland,368,0,Simplecard,1,Master,16,20,2,0,4
Germany,259,1,Moneycard,0,Master,16,20,2,0,50
Austria,154,0,Simplecard,0,Visa,16,20,2,0,8
Austria,154,0,Moneycard,0,Visa,16,20,2,1,9
Austria,154,0,Goldcard,0,Visa,16,20,2,1,10
Germany,25,0,UK_Card,0,Master,16,20,2,0,39
Germany,25,1,Moneycard,0,Master,16,20,2,1,40
Austria,330,1,Simplecard,0,Visa,16,20,2,0,3
Germany,48,0,Simplecard,1,Master,16,20,2,0,51
Austria,191,0,UK_Card,1,Master,16,20,2,0,16
Austria,191,0,UK_Card,1,Master,16,20,2,1,17
Germany,194,1,UK_Card,0,Master,16,20,2,0,41
Germany,125,1,UK_Card,0,Visa,16,20,2,0,32
Germany,141,1,Simplecard,0,Diners,16,20,2,0,43
Switzerland,265,0,UK_Card,1,Master,16,20,2,0,13
Switzerland,265,0,Simplecard,1,Master,16,20,2,1,14
Switzerland,208,0,UK_Card,0,Diners,16,20,2,0,28
Switzerland,208,0,UK_Card,0,Diners,16,20,2,1,29
